Identificação Kauan,Doenças,Análise,Descrição
img_125,37,"Não é doença, é uma lesão por inseto. Descrição incorreta. Insistência em Fusarium. Iniciou fazendo uma descrição do sintoima de forma parcialmente correta.","Dano superficial característico causado pelo Tripe-da-Ferrugem-dos-Frutos (Chaetanaphothrips signipennis) na casca de uma banana, manifestado como uma extensa área de coloração marrom-avermelhada (""ferrugem"") com textura áspera e coriácea, apresentando fissuras transversais resultantes da necrose e oxidação do tecido epidérmico raspado pelo inseto, o que impede a elasticidade da casca durante o crescimento do fruto e deprecia severamente seu valor comercial."
img_127,38,"Não é doença, é uma lesão por inseto. Descrição incorreta. Insistência em Fusarium. ","Dano severo e característico causado pelo tripes-da-erupção (Frankliniella spp. Ordem: Thysanoptera Família: Thripidae) em um cacho de bananas imaturas, manifestado como uma densa distribuição de pústulas necróticas elevadas, de coloração marrom-escura a preta na casca dos frutos, e complementado pela necrose, escurecimento e ressecamento dos pedúnculos, o que deprecia completamente o valor comercial do produto."
img_130,39,"Não é doença, é uma lesão por inseto. Descrição incorreta. Insistência em Fusarium. ","Dano severo causado pela lagarta da traça da bananeira (Opogona sacchari), caracterizado pela perfuração e formação de galerias na região do pedúnculo dos frutos, evidenciado pelo acúmulo de uma massa escura e pulverulenta de excrementos misturados com tecido necrosado, o que leva à podridão interna e à inviabilização comercial completa das bananas."
img_131,40,"Não é doença, é uma lesão por inseto. Descrição incorreta. Insistência em Fusarium. Iniciou fazendo uma descrição do sintoima de forma parcialmente correta.","Dano severo do ácaro-de-teia (Tetranychus abacae) em uma folha de bananeira, caracterizado por um extenso e intenso bronzeamento ou enferrujamento da lâmina foliar, resultante da coalescência de inúmeras pontuações cloróticas causadas pela sucção do conteúdo celular, com a descoloração concentrando-se ao longo da nervura central e secundárias, o que leva à necrose, ao ressecamento e à redução drástica da área fotossintética da folha."
img_135,41,Descrição incorreta. Manejo inadequado. Doença inexistente. Iniciou fazendo uma descrição do sintoima de forma parcialmente correta.,"Sintomas avançados de Sigatoka Amarela (Mycosphaerella musicola) em uma folha de bananeira, caracterizados por múltiplas lesões elípticas com um centro necrótico de cor marrom-escura a preta, indicativo da morte tecidual, circundado por um halo clorótico (amarelado) intenso e bem definido, onde a coalescência dessas manchas forma extensas áreas de necrose que comprometem severamente a área fotossintética da planta."
img_136,42,Descrição incorreta. Atribuiu agente causal de outra doença. Manejo inadequado. Há uma insistência em atribuir os mesmos agentes causais a todas as doenças. Sempre coloca o Fusarium como o agente causal.,"Folha de bananeira demonstrando a progressão simultânea dos sintomas da Sigatoka Amarela (Mycosphaerella musicola) em seus três estágios iniciais de desenvolvimento, iniciando com o Estágio 1, visível como pequenas estrias cloróticas (amarelo-pálidas) e alongadas, com poucos milímetros de comprimento, que se desenvolvem paralelamente às nervuras secundárias da folha, evoluindo para o Estágio 2, no qual essas estrias se tornam manchas mais definidas e de coloração acastanhada no centro, indicando o início da necrose do tecido, e culminando no Estágio 3, caracterizado por lesões elípticas com um centro necrótico de cor marrom-escura a preta, onde o fungo se reproduz, sendo estas distintamente circundadas por um halo amarelo vivo, sintoma que confirma o avanço da infecção e o alto potencial de disseminação da doença na lavoura."
img_137,43,Descrição incorreta. Atribuiu agente causal de outra doença. Manejo inadequado. Doença inexistente.,"Estágios avançados da Sigatoka Amarela (Mycosphaerella musicola) em uma folha de bananeira, exibindo simultaneamente as lesões características dos estágios 4 e 5 da doença, onde o Estágio 4 é identificado por manchas elípticas com um centro necrótico marrom-escuro a preto, distintamente circundado por um halo amarelo intenso decorrente da clorose tecidual induzida por toxinas fúngicas, e evoluindo para o Estágio 5, a fase mais severa e infecciosa, na qual o centro da lesão se torna cinza-esbranquiçado, indicando a necrose total do tecido e abrigando as estruturas reprodutivas do fungo (visíveis como pequenos pontos pretos), que são a fonte primária de esporos para novas infecções, sendo esta progressão a causa direta da redução drástica da capacidade fotossintética e da desfolha prematura da planta."
img_144,44,Descrição incorreta. Manejo inadequado. Doença que não ocorre na banana. Iniciou fazendo uma descrição do sintoima de forma parcialmente correta.,"Sintomas iniciais da Sigatoka Negra (Mycosphaerella fijiensis) em uma folha de bananeira, demonstrando a progressão da doença através dos seus três primeiros estágios de desenvolvimento, iniciando-se no Estágio 1 como minúsculas pontuações ou estrias marrom-avermelhadas (pinturas), que representam a primeira manifestação visível da infecção fúngica e se alinham paralelamente às nervuras da folha, evoluindo para o Estágio 2, onde essas lesões se alongam e se tornam estrias necróticas mais definidas de coloração marrom-escura a preta, expandindo-se ao longo dos espaços intercostais sem a presença de um halo, e culminando no Estágio 3, um ponto de diagnóstico crucial, no qual as estrias, agora mais proeminentes, desenvolvem um halo clorótico (amarelado) e aquoso bem definido ao seu redor, sinalizando uma reação tecidual mais intensa à atividade do patógeno e o avanço para fases mais destrutivas da doença."
img_145,45,Descrição incorreta. Atribuiu agente causal de outra doença. Manejo inadequado. Doença inexistente.,"Estágios avançados de infecção da Sigatoka Negra (Mycosphaerella fijiensis) em uma folha de bananeira, evidenciando a progressão do Estágio 4, onde as estrias evoluem para manchas elípticas (fusiformes) de coloração marrom-escura a preta, para o Estágio 5, um ponto de diagnóstico importante em que estas manchas desenvolvem um centro necrótico deprimido e escuro, nitidamente delimitado por um halo amarelo intenso e bem definido, e culminando no Estágio 6, a fase final e mais destrutiva, caracterizada pela coalescência das lesões em grandes áreas de tecido foliar completamente necrosado, de coloração preta ou cinza-claro (centro ressecado com estruturas reprodutivas do fungo), resultando na perda severa de área fotossintética e no colapso da folha."
img_146,46,Descrição incorreta. Manejo inadequado. Doença que não ocorre na banana. Iniciou fazendo uma descrição do sintoima de forma parcialmente correta.,"Folha de bananeira gravemente afetada pela Sigatoka Negra (causada pelo fungo Mycosphaerella fijiensis), demonstrando as manchas características da doença em diferentes estágios de desenvolvimento; o verde da clorofila é drasticamente interrompido por uma miríade de lesões necróticas e cloróticas, enquanto a nervura central se mantém relativamente íntegra, contrastando com a doença na lâmina foliar. Observam-se extensas áreas de necrose de coloração marrom-escura a preta, com formas irregulares que coalescem para formar grandes manchas, e em torno delas, halos cloróticos de um amarelo intenso e translúcido evidenciam a degradação da clorofila pela infecção fúngica ativa. Intercaladas com as manchas escuras, há também estrias e pontos menores de coloração avermelhada a marrom-púrpura, frequentemente alinhados paralelamente às nervuras secundárias, indicando estágios intermediários da doença. A severidade e a disseminação das lesões em toda a superfície foliar indicam um nível avançado de infecção, resultando em uma significativa redução da área fotossintética e comprometimento da saúde geral da planta, com potencial impacto severo na produção da cultura."
img_147,47,Descrição parcialmente correta. Manejo impreciso. Doença incorreta.,"Folha de bananeira com manifestações clássicas da Mancha de Cordana, patologia causada pelo fungo Cordana musae, onde se destacam lesões necróticas de formato elíptico a ovalado, notavelmente alongadas no sentido das nervuras paralelas da folha. Cada mancha é caracterizada por uma zonação distinta, apresentando um centro necrótico de cor pálida, variando de cinza-claro a esbranquiçado, que é nitidamente delimitado por uma margem escura e bem definida de tonalidade marrom-escura a preta. Envolvendo esta borda escura, há um halo clorótico proeminente de um amarelo-brilhante, que contrasta fortemente com o verde do tecido foliar sadio e indica a área de avanço da doença. A presença de um polegar na porção inferior da imagem oferece uma referência de escala clara, permitindo avaliar a dimensão das lesões, que se apresentam em vários tamanhos e estágios de desenvolvimento, comprometendo a área fotossintética da planta."
